"BLP.model.name","BLP.model.id","BLP.firm.id","BLP.cdid","BLP.id","BLP.price","BLP.mpd","BLP.air","BLP.mpg","BLP.space","BLP.hpwt","BLP.trend","BLP.share","BLP.outshr","BLP.y","augZ.1","augZ.2","augZ.3","augZ.4","augZ.5","augZ.6","augZ.7","augZ.8","augZ.9","augZ.10","augZ.11","augZ.12","augZ.13","augZ.14","augZ.15","augZ.16","augZ.17","augZ.18","augZ.19","augZ.20","augZ.21","augZ.22","augZ.23","augZ.24","augZ.25","augZ.26","augZ.27","augZ.28","augZ.29","augZ.30","augZ.31","augZ.32","augZ.33","augZ.34","augZ.35","augZ.36","augZ.37","augZ.38","augZ.39","augZ.40","augZ.41","augZ.42","augZ.43","augZ.44","augZ.45","augZ.46","augZ.47","augZ.48","Z.sum.other.1","Z.sum.other.hpwt","Z.sum.other.air","Z.sum.other.mpd","Z.sum.other.space","Z.sum.rival.1","Z.sum.rival.hpwt","Z.sum.rival.air","Z.sum.rival.mpd","Z.sum.rival.space"
"IMLEBA",266,16,5,669,4.67724218998097,0.948853615520282,1,1,1.864,0.424481737413623,4,6.73693167002896e-05,0.891802448296211,-1.94042264438626,11,3.98442759512434,0,2.18236331569665,8.7207,2.31578947368421,1.49426533004748,0.57803152434252,0.450712810118682,0.0967572183673547,7.033235005,5.75301804330825,0.487534626038781,0.102638868639743,0,0,0,0,0.775954114715396,3.18100331713981,0.83882686213144,1.68593123708743,0.459444908567715,1.83593684210526,81,28.5504110523543,9,18.1908793146888,56.2042,17.0526315789474,10.4278335761086,3.94815725509317,4.35646177248836,1.1045948901962,40.81273002,30.9116341733748,3.59002770083103,0.755795305438109,3.34691176474199,1.53172083648274,7.59015,1.89473684210526,6.30770907519813,19.9174464448496,6.01061285312721,12.0295620710506,3.82965880309239,11.8324631578947,11,3.98442759512434,0,15.2765432098765,17.4414,81,28.5504110523543,9,127.336155202822,112.4084
"LCCONT",277,18,5,670,6.18653587027837,0.948853615520282,1,1,1.8873,0.393956779498948,4,0.00072388049459975,0.891802448296211,0.434013999238815,15,4.84447475238223,2,2.80589569160998,11.76955,3.1578947368421,1.6101046209831,0.547714791709089,0.557281676759055,0.116567430081786,9.4318896075,7.70173315432338,0.664819944598338,0.13996209359965,0.773549885926167,0.271101033005795,1.816,0.421052631578947,0.877292373856241,3.85654571784752,1.01988942155415,2.12425958679768,0.590714882444206,2.4778,77,27.7208888530111,7,17.5673469387755,53.1437,16.2105263157895,10.3369770864575,3.99381626343363,4.24989290584799,1.08478467848176,38.392224095,28.9321795922825,3.41274238227147,0.718472080478203,2.60388683673049,1.26061980347695,5.7625,1.47368421052632,6.21050848986885,19.2657637084372,5.83597660063391,11.5896545578231,3.6983888292159,11.188147368421,15,4.84447475238223,2,19.6412698412698,23.5391,77,27.720888853011,7,122.971428571429,106.2874
"LCMARK",278,18,5,671,8.83709349109621,0.948853615520282,1,1,1.832,0.377065111758989,4,0.000600477582444728,0.891802448296211,0.247112992525623,15,4.86136642012219,2,2.80589569160998,11.7972,3.1578947368421,1.62312846659047,0.555247249181117,0.557281676759055,0.116567430081786,9.48330893,7.7734548964005,0.664819944598338,0.13996209359965,0.790441553666126,0.271101033005795,1.84365,0.421052631578947,0.879582048142988,3.88291139045046,1.02344556213099,2.12800755857899,0.590714882444206,2.48362105263158,77,27.7208888530111,7,17.5673469387755,53.1437,16.2105263157895,10.3369770864575,3.99381626343363,4.24989290584799,1.08478467848176,38.392224095,28.9321795922825,3.41274238227147,0.718472080478203,2.60388683673049,1.26061980347695,5.7625,1.47368421052632,6.21050848986885,19.2657637084372,5.83597660063391,11.5896545578231,3.6983888292159,11.188147368421,15,4.86136642012219,2,19.6412698412698,23.5944,77,27.720888853011,7,122.971428571429,106.2874
"MCBOBC",317,18,5,672,-5.83391022637591,1.70793650793651,0,1.8,1.253,0.332665330661323,4,0.000516077236609165,0.891802448296211,0.0956441208161953,15,4.90576620121985,3,2.69745527840766,12.0867,3.1578947368421,1.65464034287228,0.572042834374706,0.516124045504842,0.104532863448126,9.92986268,8.2961275327755,0.664819944598338,0.13996209359965,1.16750666542512,0.406651549508692,2.75965,0.631578947368421,0.849526095488392,4.01988820316238,1.03279288446734,2.09931151423532,0.567885321770033,2.54456842105263,77,27.7208888530111,7,17.5673469387755,53.1437,16.2105263157895,10.3369770864575,3.99381626343363,4.24989290584799,1.08478467848176,38.392224095,28.9321795922825,3.41274238227147,0.718472080478203,2.60388683673049,1.26061980347695,5.7625,1.47368421052632,6.21050848986885,19.2657637084372,5.83597660063391,11.5896545578231,3.6983888292159,11.188147368421,15,4.90576620121985,3,18.8821869488536,24.1734,77,27.720888853011,7,122.971428571429,106.2874
"MCCOME",320,18,5,676,-5.68335260555807,1.61305114638448,0,1.7,1.3987,0.234888819292202,4,0.000597938710252927,0.891802448296211,0.242875940667179,15,5.00354271258897,3,2.71101033005795,12.01385,3.1578947368421,1.7101338076678,0.595898185934423,0.522554925388313,0.106821722458129,9.8332745075,8.19998480542513,0.664819944598338,0.13996209359965,1.16750666542512,0.406651549508692,2.75965,0.631578947368421,0.876566607478258,4.0640335370497,1.05337741317663,2.09101650037793,0.570739016854305,2.52923157894737,77,27.7208888530111,7,17.5673469387755,53.1437,16.2105263157895,10.3369770864575,3.99381626343363,4.24989290584799,1.08478467848176,38.392224095,28.9321795922825,3.41274238227147,0.718472080478203,2.60388683673049,1.26061980347695,5.7625,1.47368421052632,6.21050848986885,19.2657637084372,5.83597660063391,11.5896545578231,3.6983888292159,11.188147368421,15,5.00354271258897,3,18.9770723104056,24.0277,77,27.720888853011,7,122.971428571429,106.2874
"MCMONA",329,18,5,677,-4.65733030072535,1.61305114638448,0,1.7,1.48,0.228380024360536,4,0.00129114688404902,0.891802448296211,1.01267384296559,15,5.01005150752064,3,2.71101033005795,11.9732,3.1578947368421,1.71314912956937,0.596945933387674,0.522554925388313,0.106821722458129,9.77476493,8.1368061924005,0.664819944598338,0.13996209359965,1.16750666542512,0.406651549508692,2.75965,0.631578947368421,0.878066467353416,4.0593018147949,1.05474768579382,2.081649281935,0.570739016854305,2.52067368421053,77,27.7208888530111,7,17.5673469387755,53.1437,16.2105263157895,10.3369770864575,3.99381626343363,4.24989290584799,1.08478467848176,38.392224095,28.9321795922825,3.41274238227147,0.718472080478203,2.60388683673049,1.26061980347695,5.7625,1.47368421052632,6.21050848986885,19.2657637084372,5.83597660063391,11.5896545578231,3.6983888292159,11.188147368421,15,5.01005150752064,3,18.9770723104056,23.9464,77,27.720888853011,7,122.971428571429,106.2874
"MCMONT",330,18,5,679,-4.08855706652461,1.04373897707231,0,1.1,1.738,0.368912936546975,4,0.000634045589910385,0.891802448296211,0.301508543412917,15,4.8695185953342,3,2.79234063995969,11.8442,3.1578947368421,1.62920981034457,0.558649796333927,0.553423148828972,0.115743042342601,9.56720393,7.8857952834005,0.664819944598338,0.13996209359965,1.16750666542512,0.406651549508692,2.75965,0.631578947368421,0.875686445794244,3.90771769096238,1.02516180954404,2.12259909297052,0.587861187359934,2.49351578947368,77,27.7208888530111,7,17.5673469387755,53.1437,16.2105263157895,10.3369770864575,3.99381626343363,4.24989290584799,1.08478467848176,38.392224095,28.9321795922825,3.41274238227147,0.718472080478203,2.60388683673049,1.26061980347695,5.7625,1.47368421052632,6.21050848986885,19.2657637084372,5.83597660063391,11.5896545578231,3.6983888292159,11.188147368421,15,4.8695185953342,3,19.5463844797178,23.6884,77,27.720888853011,7,122.971428571429,106.2874
"MCCOUG",321,18,5,680,-2.06253476169189,1.04373897707231,0,1.1,1.7064,0.360272638753651,4,0.000709141312253832,0.891802448296211,0.413442501921733,15,4.87815889312753,3,2.79234063995969,11.86,3.1578947368421,1.63551019086177,0.562095567537768,0.553423148828972,0.115743042342601,9.59441469,7.9209430476325,0.664819944598338,0.13996209359965,1.16750666542512,0.406651549508692,2.75965,0.631578947368421,0.87697476230573,3.92091841743708,1.02698081960579,2.12495496094734,0.587861187359934,2.49684210526316,77,27.7208888530111,7,17.5673469387755,53.1437,16.2105263157895,10.3369770864575,3.99381626343363,4.24989290584799,1.08478467848176,38.392224095,28.9321795922825,3.41274238227147,0.718472080478203,2.60388683673049,1.26061980347695,5.7625,1.47368421052632,6.21050848986885,19.2657637084372,5.83597660063391,11.5896545578231,3.6983888292159,11.188147368421,15,4.87815889312752,3,19.5463844797178,23.72,77,27.720888853011,7,122.971428571429,106.2874
"MCMARQ",327,18,5,681,-2.25398457581829,0.948853615520282,0,1,1.832,0.350099711943275,4,0.000981788738386375,0.891802448296211,0.7387638343687,15,4.8883318199379,3,2.80589569160998,11.7972,3.1578947368421,1.64273675679352,0.565945995204155,0.557281676759055,0.116567430081786,9.48330893,7.7734548964005,0.664819944598338,0.13996209359965,1.16750666542512,0.406651549508692,2.75965,0.631578947368421,0.883237222015715,3.90761169668166,1.02912248840798,2.12800755857899,0.590714882444206,2.48362105263158,77,27.7208888530111,7,17.5673469387755,53.1437,16.2105263157895,10.3369770864575,3.99381626343363,4.24989290584799,1.08478467848176,38.392224095,28.9321795922825,3.41274238227147,0.718472080478203,2.60388683673049,1.26061980347695,5.7625,1.47368421052632,6.21050848986885,19.2657637084372,5.83597660063391,11.5896545578231,3.6983888292159,11.188147368421,15,4.8883318199379,3,19.6412698412698,23.5944,77,27.720888853011,7,122.971428571429,106.2874
"ODSTRF",382,19,5,682,-4.56253476169189,1.80282186948854,0,1.9,1.188,0.380754586362063,4,0.000402843536854818,0.891802448296211,-0.152064076273164,27,9.72204430462949,3,5.24580498866213,21.3804,5.68421052631579,3.591594118586,1.36154081144428,1.05668543456687,0.220320736543915,17.36217052,14.402911197996,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.84814474575873,7.77980862955864,2.04674616939568,4.04558242882338,1.10437999761308,4.50113684210526,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.72204430462949,3,36.7206349206349,42.7608,65,22.8565214939007,7,105.038095238095,87.765
"ODOMEG",380,19,5,683,-5.34878011485175,1.51816578483245,0,1.6,1.46,0.312407021719726,4,0.000537376315753359,0.891802448296211,0.136086306481062,27,9.79039186927182,3,5.286470143613,21.2444,5.68421052631579,3.63897002640196,1.38625000130435,1.07597807421729,0.22720225715832,17.18210652,14.223478781996,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.87845146631377,7.77791972800231,2.06113513037302,4.04024173847317,1.11294108286589,4.47250526315789,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.79039186927182,3,37.005291005291,42.4888,65,22.8565214939007,7,105.038095238095,87.765
"ODCUTL",376,19,5,685,-4.66476524496327,1.51816578483245,0,1.6,1.6632,0.281576830249397,4,0.00470549082575103,0.891802448296211,2.3058730497956,27,9.82122206074215,3,5.286470143613,21.1428,5.68421052631579,3.65728266228845,1.39441538483671,1.07597807421729,0.22720225715832,17.02344796,14.0373956835,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.88513794371807,7.77181756182231,2.06762569699835,4.01820664651046,1.11294108286589,4.45111578947368,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.82122206074215,3,37.005291005291,42.2856,65,22.8565214939007,7,105.038095238095,87.765
"ODDELT",377,19,5,688,-2.88781357210082,1.32839506172839,0,1.4,1.816,0.390266299357208,4,0.00169956221609233,0.891802448296211,1.28751366011964,27,9.71253259163434,3,5.31358024691358,21.0664,5.68421052631579,3.58426038920778,1.35729975241611,1.08700243973181,0.230569544842241,16.89054252,13.863882469996,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.8721454415268,7.65161505404136,2.04474370350197,4.02625292517007,1.11864847303444,4.43503157894737,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.71253259163434,3,37.1950617283951,42.1328,65,22.8565214939007,7,105.038095238095,87.765
"OD98  ",370,19,5,690,-0.439858181766244,1.13862433862434,0,1.2,1.864,0.400590343664347,4,0.00110010018252432,0.891802448296211,0.85254421284647,27,9.7022085473272,3,5.34069035021416,21.0424,5.68421052631579,3.57609555018463,1.35245656443125,1.09655688984439,0.233099991799981,16.84638252,13.802938213996,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.88104628577123,7.63262665356253,2.04257022048994,4.04696504409171,1.12435586320298,4.42997894736842,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.7022085473272,3,37.3848324514991,42.0848,65,22.8565214939007,7,105.038095238095,87.765
"ODTORN",385,19,5,691,0.363115795928923,1.04373897707231,0,1.1,1.824,0.462664084355498,4,0.000277985919552061,0.891802448296211,-0.523041853500406,27,9.64013480663605,3,5.35424540186445,21.0624,5.68421052631579,3.52251011866924,1.31770337380912,1.10078289662496,0.234088758967523,16.88326252,13.853945253996,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.87722076819706,7.58402720892549,2.02950206455496,4.06258046359284,1.12720955828725,4.43418947368421,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.64013480663605,3,37.4797178130511,42.1248,65,22.8565214939007,7,105.038095238095,87.765
"PLDUST",409,16,5,692,-5.73353847916401,1.70793650793651,0,1.8,1.4129,0.31986531986532,4,0.000863340057913733,0.891802448296211,0.610196338269378,11,4.08904401267264,1,2.07392290249433,8.94625,2.31578947368421,1.57213625259262,0.621790014450989,0.409555178864469,0.0847226517336947,7.4027874025,6.21000647772213,0.487534626038781,0.102638868639743,0.424481737413623,0.135550516502897,0.932,0.210526315789474,0.755448596693464,3.35065144119046,0.860851371088977,1.63989692617788,0.436615347893543,1.88342105263158,81,28.5504110523543,9,18.1908793146888,56.2042,17.0526315789474,10.4278335761086,3.94815725509317,4.35646177248836,1.1045948901962,40.81273002,30.9116341733748,3.59002770083103,0.755795305438109,3.34691176474199,1.53172083648274,7.59015,1.89473684210526,6.30770907519813,19.9174464448496,6.01061285312721,12.0295620710506,3.82965880309239,11.8324631578947,11,4.08904401267264,1,14.5174603174603,17.8925,81,28.5504110523543,9,127.336155202822,112.4084
"PLVALA",421,16,5,693,-5.7261035349261,1.70793650793651,0,1.8,1.4129,0.3125,4,0.00313012749255493,0.891802448296211,1.89821669833529,11,4.09640933253796,1,2.07392290249433,8.94625,2.31578947368421,1.57679382544517,0.623999079999361,0.409555178864469,0.0847226517336947,7.4027874025,6.21000647772213,0.487534626038781,0.102638868639743,0.424481737413623,0.135550516502897,0.932,0.210526315789474,0.75724566793498,3.35585467140931,0.862401964744834,1.63989692617788,0.436615347893543,1.88342105263158,81,28.5504110523543,9,18.1908793146888,56.2042,17.0526315789474,10.4278335761086,3.94815725509317,4.35646177248836,1.1045948901962,40.81273002,30.9116341733748,3.59002770083103,0.755795305438109,3.34691176474199,1.53172083648274,7.59015,1.89473684210526,6.30770907519813,19.9174464448496,6.01061285312721,12.0295620710506,3.82965880309239,11.8324631578947,11,4.09640933253796,1,14.5174603174603,17.8925,81,28.5504110523543,9,127.336155202822,112.4084
"PLFURY",410,16,5,697,-5.08669833046513,1.32839506172839,0,1.4,1.7004,0.264993026499303,4,0.00142876748047813,0.891802448296211,1.11395513302449,11,4.14391630603866,1,2.12814310909549,8.8025,2.31578947368421,1.60422877135191,0.63590850222796,0.433073825295448,0.092413616502888,7.179018965,5.94801700930025,0.487534626038781,0.102638868639743,0.424481737413623,0.135550516502897,0.932,0.210526315789474,0.783204915211554,3.3513232252796,0.872403432850244,1.65092124968506,0.448030128230629,1.85315789473684,81,28.5504110523543,9,18.1908793146888,56.2042,17.0526315789474,10.4278335761086,3.94815725509317,4.35646177248836,1.1045948901962,40.81273002,30.9116341733748,3.59002770083103,0.755795305438109,3.34691176474199,1.53172083648274,7.59015,1.89473684210526,6.30770907519813,19.9174464448496,6.01061285312721,12.0295620710506,3.82965880309239,11.8324631578947,11,4.14391630603866,1,14.8970017636684,17.605,81,28.5504110523543,9,127.336155202822,112.4084
"PLGRNF",412,16,5,701,-3.27628940853204,1.13862433862434,0,1.2,1.7004,0.422535211267606,4,0.000863340057913733,0.891802448296211,0.610196338269378,11,3.98637412127036,1,2.15525321239607,8.8025,2.31578947368421,1.49591407068421,0.579078909633815,0.442628275408033,0.0949440634606278,7.179018965,5.94801700930025,0.487534626038781,0.102638868639743,0.424481737413623,0.135550516502897,0.932,0.210526315789474,0.764762994114278,3.21738085978959,0.839236657109549,1.67397025951121,0.453737518399172,1.85315789473684,81,28.5504110523543,9,18.1908793146888,56.2042,17.0526315789474,10.4278335761086,3.94815725509317,4.35646177248836,1.1045948901962,40.81273002,30.9116341733748,3.59002770083103,0.755795305438109,3.34691176474199,1.53172083648274,7.59015,1.89473684210526,6.30770907519813,19.9174464448496,6.01061285312721,12.0295620710506,3.82965880309239,11.8324631578947,11,3.98637412127036,1,15.0867724867725,17.605,81,28.5504110523543,9,127.336155202822,112.4084
"PTASTR",447,19,5,702,-6.03837119291866,1.80282186948854,0,1.9,1.1616,0.312124849939976,4,0.000738221691575061,0.891802448296211,0.453631857764034,27,9.79067404105158,3,5.24580498866213,21.3936,5.68421052631579,3.6391462516717,1.38633254503312,1.05668543456687,0.220320736543915,17.37767788,14.416575307884,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.86582005857573,7.82469474101257,2.06119453495823,4.04898203577727,1.10437999761308,4.50391578947368,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.79067404105157,3,36.7206349206349,42.7872,65,22.8565214939007,7,105.038095238095,87.765
"PTVNTU",466,19,5,703,-5.62015557953576,1.51816578483245,0,1.6,1.46,0.314842578710645,4,0.000718843921116555,0.891802448296211,0.427031939617395,27,9.78795631228091,3,5.286470143613,21.2444,5.68421052631579,3.63744232425258,1.38553130977037,1.07597807421729,0.22720225715832,17.18210652,14.223478781996,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.87792324070083,7.77614177139894,2.06062238153282,4.04024173847317,1.11294108286589,4.47250526315789,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.7879563122809,3,37.005291005291,42.4888,65,22.8565214939007,7,105.038095238095,87.765
"PTLEMA",459,19,5,705,-5.04766487321606,1.51816578483245,0,1.6,1.6536,0.281576830249397,4,0.00128154034062058,0.891802448296211,1.00520570771376,27,9.82122206074215,3,5.286470143613,21.1476,5.68421052631579,3.65728266228845,1.39441538483671,1.07597807421729,0.22720225715832,17.03140828,14.047296757164,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.88513794371807,7.7731691306075,2.06762569699835,4.0192476744772,1.11294108286589,4.45212631578947,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.82122206074215,3,37.005291005291,42.2952,65,22.8565214939007,7,105.038095238095,87.765
"PTFIRB",452,19,5,708,-4.85993253120862,1.51816578483245,0,1.6,1.4308,0.310100413467218,4,0.0011342857534961,0.891802448296211,0.883146122939187,27,9.79269847752433,3,5.286470143613,21.259,5.68421052631579,3.64040590718921,1.38692038922197,1.07597807421729,0.22720225715832,17.20320936,14.246356093732,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.87895172541777,7.78413101806326,2.06162073211039,4.04340819853867,1.11294108286589,4.47557894736842,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.79269847752433,3,37.005291005291,42.518,65,22.8565214939007,7,105.038095238095,87.765
"PTCATL",450,19,5,710,-3.1889288137365,1.13862433862434,0,1.2,1.808,0.391074304117782,4,0.00158119587742051,0.891802448296211,1.21532440735677,27,9.71172458687377,3,5.34069035021416,21.0704,5.68421052631579,3.58362906228054,1.35692979126249,1.09655688984439,0.233099991799981,16.89779052,13.873732517996,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.88259417066195,7.65244568293523,2.04457359723658,4.05151954144621,1.12435586320298,4.43587368421053,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.71172458687377,3,37.3848324514991,42.1408,65,22.8565214939007,7,105.038095238095,87.765
"PTGRNP",457,19,5,713,-1.91755334905249,1.13862433862434,0,1.2,1.6614,0.458829365079365,4,0.00139746387253489,0.891802448296211,1.09180203638447,27,9.64396952591218,3,5.34069035021416,21.1437,5.68421052631579,3.52604378736262,1.32014557732164,1.09655688984439,0.233099991799981,17.02494403,14.039260871553,1.19667590027701,0.25193176847937,1.11468543615844,0.447316704459562,2.748,0.631578947368421,1.87157309045111,7.62482730028628,2.03030937387625,4.0634425648778,1.12435586320298,4.45130526315789,65,22.8565214939007,7,15.0054421768707,43.8825,13.6842105263158,8.365715477932,3.18593356541488,3.702533158052,0.966438961856843,30.999582505,22.861714002687,2.8808864265928,0.606502405598483,2.65670806599717,1.21995464852608,5.77415,1.47368421052632,5.19499534930704,15.4880898874012,4.81189926187383,9.64326164777022,3.15904045828858,9.23842105263158,27,9.64396952591219,3,37.3848324514991,42.2874,65,22.8565214939007,7,105.038095238095,87.765
"ARALFE",30,20,5,1628,0.682818398159407,1.80282186948854,0,1.9,1.1088,0.517757809157039,4,7.37233589965279e-05,0.891802448296211,-1.85029262080118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,32.4415625757352,10,20.2512471655329,65.3025,19.3684210526316,11.8342105026107,4.46387694692692,4.75921859261887,1.18675969840076,48.407229665,37.303809755499,4.07756232686981,0.858434174077852,3.77139350215561,1.66727135298564,8.52215,2.10526315789474,7.00785546560217,23.2070218118622,6.8298026475232,13.6990428974553,4.26342045590166,13.7478947368421,0,0,0,0,0,92,32.4415625757352,10,141.75873015873,130.605
"AD100L",4,7,5,1629,-0.326475282137991,1.70793650793651,0,1.8,1.2972,0.3750493485985,4,0.000281046289815692,0.891802448296211,-0.512092928607997,4,1.38240118078766,0,1.21995464852608,2.0944,0.842105263157895,0.491098756252867,0.178316688432997,0.372991033241306,0.114318420630173,1.100440205,0.580190623216,0.177285318559557,0.0373232249599067,0,0,0,0,0.42205664564819,0.728185155024068,0.291031827534245,0.63787226505417,0.256832557584437,0.440926315789474,88,31.2018698555061,10,19.0448475686571,63.1139,18.5263157894737,11.4705228814167,4.37160202810472,4.39302591811152,1.07499912129972,47.19346686,36.621164842211,3.90027700831025,0.821110949117945,3.77139350215561,1.66727135298564,8.52215,2.10526315789474,6.62763662376792,22.5226245787338,6.56881470642233,13.0457016074578,4.00944159340149,13.2871368421053,4,1.38240118078766,0,8.53968253968254,4.1888,88,31.2018698555061,10,133.3139329806,126.2278
"ADFOX ",14,7,5,1630,-2.74654963158037,1.99259259259259,0,2.1,1.1245,0.397448478900883,4,0.000415894712284024,0.891802448296211,-0.120180184058923,4,1.36000205048528,0,1.17928949357521,2.18075,0.842105263157895,0.4737954767564,0.168288819539542,0.35149352048799,0.105778162147801,1.2049971025,0.675303626081375,0.177285318559557,0.0373232249599067,0,0,0,0,0.400429157041632,0.747976755263034,0.286316221154796,0.636076898463089,0.248271472331623,0.459105263157895,88,31.2018698555061,10,19.0448475686571,63.1139,18.5263157894737,11.4705228814167,4.37160202810472,4.39302591811152,1.07499912129972,47.19346686,36.621164842211,3.90027700831025,0.821110949117945,3.77139350215561,1.66727135298564,8.52215,2.10526315789474,6.62763662376792,22.5226245787338,6.56881470642233,13.0457016074578,4.00944159340149,13.2871368421053,4,1.36000205048528,0,8.25502645502645,4.3615,88,31.2018698555061,10,133.3139329806,126.2278
"BW2002",55,8,5,1631,-0.720527326747657,1.80282186948854,0,1.9,1.0521,0.296969696969697,4,0.000186833546049652,0.891802448296211,-0.920394224436413,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,4.18922258655345,91,32.2568207340055,10,20.0614764424288,64.68485,19.1578947368421,11.8496381071115,4.50979261494265,4.72320566527144,1.17992549913694,48.0205444225,37.0590505673379,4.03324099722992,0.849103367837875,3.77139350215561,1.66727135298564,8.52215,2.10526315789474,6.98776084403189,23.0758734819375,6.79090962821168,13.5837524389015,4.22346872472186,13.6178631578947,1,0.405529953917051,0,1.32839506172839,1.292,91,32.2568207340055,10,140.430335097002,129.3697
